label,text,label_num,clean_text,text_len
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,1,u secret admirer looking 2 make contact ufind rreveal thinks ur specialcall 09058094599,132
ham,"Ah, well that confuses things, doesnÛ÷t it?",0,ah well confuses things doesnû÷t,44
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,1,500 free text msgs text ok 80488 well credit account,71
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0,hi dear call urgnt dont know whats problem dont want work problem least tell wating reply,156
ham,Dear how you. Are you ok?,0,dear ok,25
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",1,selected stay 1 250 top british hotels nothing holiday worth å£350 claim call london 02072069400 bx 526 sw73ss,147
ham,Yes princess! I want to make you happy...,0,yes princess want make happy,41
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,0,sounds like many talents would like go dinner date next week,83
ham,I am going to film 2day da. At 6pm. Sorry da.,0,going film 2day da 6pm sorry da,45
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0,watching movie already xy wants 2 shop im shopping w,73
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,0,hello little party animal thought id buzz friends grins reminding loved send naughty adoring kiss,158
ham,Yesterday its with me only . Now am going home.,0,yesterday going home,47
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",1,eerie nokia tones 4u rply tone title 8007 eg tone dracula 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p,161
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",0,come life brought sun shiny warming heart putting constant smile face making feel loved cared,159
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",0,shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck,165
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",1,0anetworks allow companies bill sms responsible suppliers,91
ham,Great comedy..cant stop laughing da:),0,great comedycant stop laughing da,37
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,1,freemsgfeelin kinda lnly hope u like 2 keep company jst got cam moby wanna c pictxt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242,160
ham,"Alright, we're all set here, text the man",0,alright set text man,41
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",0,hi theyre keen go kind feel shouldnt go tomo dont mind,136
ham,Sleeping nt feeling well,0,sleeping nt feeling well,24
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,0,u switch fone dammit,35
ham,India have to take lead:),0,india take lead,25
ham,I.ll post her out l8r. In class,0,ill post l8r class,31
ham,Thts wat Wright Brother did to fly..,0,thts wat wright brother fly,36
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!",0,evening v good somewhat event laden fill dont worry û head ok throat wrecked see six,132
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),0,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friends goodevening dear,156
ham,ITS A LAPTOP TAKE IT WITH YOU.,0,laptop take,30
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0,dont file bagi work called mei tell find anything room,118
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,0,wan early lei outside wun b home early neva mind,82
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",1,ur chance win å£250 cash every wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk,123
ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,0,bugis juz wat im walking home oredi ìï late reply oso saw top dat like din buy r ì,147
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",0,wishing family merry x mas happy new year advance,75
ham,At 7 we will go ok na.,0,7 go ok na,22
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),0,yes posted couple pics fb theres still snow outside im waking,90
ham,S:-)if we have one good partnership going we will take lead:),0,sif one good partnership going take lead,61
spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,1,rgent 2nd attempt contact uu å£1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary maxå£7 50,148
ham,"Yeah, where's your class at?",0,yeah wheres class,28
ham,No just send to you. Bec you in temple na.,0,send bec temple na,42
ham,"You aren't coming home between class, right? I need to work out and shower!",0,arent coming home class right need work shower,75
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,1,hi ur lookin 4 saucy daytime fun wiv busty married woman free next week chat 2 sort time 09099726429 janinexx callså£1minmobsmorelkpobox177hp51fl,160
ham,S but mostly not like that.,0,mostly like,27
ham,ÌÏ v ma fan...,0,ìï v fan,14
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,0,dunno cos v late n reach inside already ate spageddies lor e gals r laughing lor,129
ham,Guess who spent all last night phasing in and out of the fourth dimension,0,guess spent last night phasing fourth dimension,73
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,0,dad gonna call gets work ask crazy questions,88
ham,"Yes..but they said its IT.,",0,yesbut said,27
ham,Very hurting n meaningful lines ever: \I compromised everything for my love,0,hurting n meaningful lines ever compromised everything love,75
ham,Lmao!nice 1,0,lmaonice 1,11
ham,Glad to see your reply.,0,glad see reply,23
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,1,urgent trying contact u todays draw shows å£800 prize guaranteed call 09050001295 land line claim a21 valid 12hrs,158
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,1,monthly password wap mobsicom 391784 use wap phone pc,73
ham,Nah dub but je still buff,0,nah dub je still buff,25
ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But,0,painful words thought happy toughest thing earth,81
ham,"Yeah, that's fine! It's å£6 to get in, is that ok? ",0,yeah thats fine å£6 get ok,51
ham,Lol where do u come up with these ideas?,0,lol u come ideas,40
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",0,many people seems special first sight remain special till last sight maintain till life ends shjas,156
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",0,today song dedicated day song u dedicate send ur valuable frnds first rply,124
ham,Okay... We wait ah,0,okay wait ah,18
ham,Y lei?,0,lei,6
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,0,hi babe u r likely bed im sorry tonight really wanna see u tomorrow call 9 love xxx,126
ham,Already am squatting is the new way of walking,0,already squatting new way walking,46
ham,Do you want bold 2 or bb torch,0,want bold 2 bb torch,30
ham,Cramps stopped. Going back to sleep,0,cramps stopped going back sleep,35
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,1,todays vodafone numbers ending 0089my last four digits selected received å£350 award number matches please call 09063442151 claim å£350 award,174
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1,free top ringtone sub weekly ringtoneget 1st week freesend subpoly 816183 per weekstop sms08718727870,114
ham,Nan sonathaya soladha. Why boss?,0,nan sonathaya soladha boss,32
ham,Bring tat cd don forget,0,bring tat cd forget,23
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,1,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr 82277 å£150 sptyrone,126
ham,I don't know but I'm raping dudes at poker,0,dont know im raping dudes poker,42
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,0,weightloss girl friends make loads money ebay something give thanks god,99
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0,gr8 see message r u leaving congrats dear school wat r ur plans,96
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? ,0,ìï eatin later im eatin wif frens lei ìï going home first,74
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,0,finish already yar keep saying mushy embarrassed ok,72
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",0,sorry man stash ran dry last night cant pick sunday,76
ham,Hai priya are you right. What doctor said pa. Where are you.,0,hai priya right doctor said pa,60
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",1,free msg sorry service ordered 81303 could delivered sufficient credit please top receive service,148
ham,Ok...,0,ok,5
ham,Please ask mummy to call father,0,please ask mummy call father,31
ham,Can come my room but cannot come my house cos my house still messy... Haha...,0,come room cannot come house cos house still messy haha,77
ham,I have lost 10 kilos as of today!,0,lost 10 kilos today,33
ham,Just taste fish curry :-P,0,taste fish curry p,25
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,0,might accidant tookplace somewhere ghodbandar rd traffic moves slovely plz slip amp dont worry,126
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,0,yun ahnow ì wkg wherebtw ì go nus sc ìï wana specialise wad,71
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,0,yes one woman man please tell likes dislikes bed,75
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.,0,test earlier appreciate call tomorrow,68
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",0,hows loverboy keeps coming queen hmmm doesnt ache speak miss desparately,144
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...,0,u meet fren dun wan meet ah muz b guy rite,59
ham,"(No promises on when though, haven't even gotten dinner yet)",0,promises though havent even gotten dinner yet,60
ham,I got your back! Do you have any dislikes in bed?,0,got back dislikes bed,49
ham,o turns out i had stereo love on mi phone under the unknown album.,0,turns stereo love mi phone unknown album,66
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1,hard live 121 chat 60pmin choose girl connect live call 09094646899 cheap chat uks biggest live service vu bcm1896wc1n3xx,145
ham,Yeah I don't see why not,0,yeah dont see,24
ham,Asking do u knw them or nt? May be ur frnds or classmates?,0,asking u knw nt may ur frnds classmates,58
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",0,sorry earlier putting firesare around talk 9 actually life lol,107
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,1,wow boys r back take 2007 uk tour win vip tickets prebook vip club txt club 81303 trackmarque ltd infovipclub4u,138
ham,"As in missionary hook up, doggy hook up, standing...|",0,missionary hook doggy hook standing,53
ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,0,u better go sleep dun disturb u liao u wake msg lor,73
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose,149
ham,Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.,0,watching house ûò entertaining ûò getting whole hugh laurie thing ûò even stick ûò indeed especially stick,144
ham,Thought praps you meant another one. Goodo! I'll look tomorrow ,0,thought praps meant another one goodo ill look tomorrow,63
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",0,hi jon pete ive bin 2 spain recently hav sum dinero left bill said u ur åôrents mayb interested hav 12000pes around å£48 tb james,159
ham,There bold 2  &lt;#&gt; . Is that yours,0,bold 2 ltgt,39
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then,0,know shall speak ltgt minutes,67
ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",0,alrite hunnywot u 2 2nite didnt end goin town jus da pub instead jus chillin da mo bedroomlove jen xxx,131
ham,I went to project centre,0,went project centre,24
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,per request maangalyam alaipayuthe set callertune callers press 9 copy friends callertune,136
ham,Lol yeah at this point I guess not,0,lol yeah point guess,34
ham,Doing project w frens lor. ,0,project w frens lor,27
ham,Lol. Well quality aint bad at all so i aint complaining,0,lol well quality aint bad aint complaining,55
ham,"K, can that happen tonight?",0,k happen tonight,27
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1,hi mandy sullivan calling hotmix fmyou chosen receive å£500000 easter prize drawplease telephone 09041940223 claim 290305 prize transferred someone else,224
ham,"I think we're going to finn's now, come",0,think going finns come,39
ham,Why tired what special there you had,0,tired special,36
ham,I will come tomorrow di,0,come tomorrow di,23
ham,I cant pick the phone right now. Pls send a message,0,cant pick phone right pls send message,51
ham,K go and sleep well. Take rest:-).,0,k go sleep well take rest,34
ham,U guys never invite me anywhere :(,0,u guys never invite anywhere,34
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117,1,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise ofå£2000 cash 18only opt txt x 07786200117,159
ham,I can do that! I want to please you both inside and outside the bedroom...,0,want please inside outside bedroom,74
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",0,ey calm downon theacusations itxt u cos iwana know wotu r doin thewend haventcn u agesring ur up4 nething satlove j xxx,146
ham,I love to wine and dine my lady!,0,love wine dine lady,32
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,1,someone conacted dating service entered phone fancy youto find call landline 09111030116 pobox12n146tf15,155
ham,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0,iåõm cool ta luv vtired 2 cause doin loads planning wk got social services inspection nursery take care spk sn x,160
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,0,know account detailsi ask mom send youmy mom reach,86
ham,I think u have the wrong number.,0,think u wrong number,32
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),0,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day,166
ham,DO NOT B LATE LOVE MUM,0,b late love mum,22
ham,Got it..mail panren paru..,0,got itmail panren paru,26
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,0,thinking chuckin ur red green n black trainners 2 save carryin bac train,92
ham,Give one miss from that number please,0,give one miss number please,37
ham,Jus came back fr lunch wif my sis only. U leh?,0,jus came back fr lunch wif sis u leh,46
ham,How is your schedule next week? I am out of town this weekend.,0,schedule next week town weekend,62
ham,Really good:)dhanush rocks once again:),0,really gooddhanush rocks,39
ham,Lmao ok I wont be needing u to do my hair anymore.,0,lmao ok wont needing u hair anymore,50
ham,"Miss ya, need ya, want ya, love ya.",0,miss ya need ya want ya love ya,35
ham,Sorry i'm not free...,0,sorry im free,21
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,0,u ever get song stuck head reason wont go away til u listen like 5 times,107
ham,Nt yet chikku..simple habba..hw abt u?,0,nt yet chikkusimple habbahw abt u,38
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",0,got ur mail dileepthank muchand look forward lots supportvery less contacts hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear,205
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,0,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl,158
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0,joys father john john name joys father mandan,67
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile å£10 txtauctiontxt wordstart no81151 get now4t,143
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0,hi yijue regarding 3230 textbook intro algorithms second edition im selling 50,121
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,sms auction nokia 7250i get win free auction take part send nokia 86021 hgsuite3422lands roww1jhl 16,162
ham,"K, want us to come by now?",0,k want us come,26
ham,How. Its a little difficult but its a simple way to enter this place,0,little difficult simple way enter place,68
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,0,ha us e thing got tv 2 watch u thk 2 go tonight u already haf smth mind,123
ham,Dont show yourself. How far. Put new pictures up on facebook.,0,dont show far put new pictures facebook,61
ham,Watching tv now. I got new job :),0,watching tv got new job,33
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",0,good afternoon sexy buns goes job search wake first thought always love wish fine happy know adore,156
ham,"I'm not coming over, do whatever you want",0,im coming whatever want,41
ham,"Its ok chikku, and its my 1 of favourite song..:-)",0,ok chikku 1 favourite song,50
ham,Did u see what I posted on your Facebook?,0,u see posted facebook,41
spam,Call FREEPHONE 0800 542 0578 now!,1,call freephone 0800 542 0578,33
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,1,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2coukgames 4 terms settings purchase,154
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",0,7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear,153
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,loan purpose å£500 å£75000 homeowners tenants welcome previously refused still help call free 0800 1956669 text back help,164
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,big brother alert computer selected u 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobiles vary,154
ham,";-( oh well, c u later",0,oh well c u later,22
ham,My uncles in Atlanta. Wish you guys a great semester.,0,uncles atlanta wish guys great semester,53
ham,No dear i do have free messages without any recharge. Hi hi hi,0,dear free messages without recharge hi hi hi,62
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",0,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl,159
ham,I dun believe u. I thk u told him.,0,dun believe u thk u told,34
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0,know god created gap fingers one made comes amp fills gaps holding hand love,151
ham,Yes:)sura in sun tv.:)lol.,0,yessura sun tvlol,26
ham,Arun can u transfr me d amt,0,arun u transfr amt,27
ham,Takin a shower now but yeah I'll leave when I'm done,0,takin shower yeah ill leave im done,52
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,0,working eyes philosophy text u later bit free chat,100
ham,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u,0,u havenåõt lost ill always b 4ui didnåõt intend 2 hurt u never knew u felt iwasmarinethatåõs itried2tell urmomi careabout u,164
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit wwwwin82050couk,132
ham,You bad girl. I can still remember them,0,bad girl still remember,39
ham,How much i gave to you. Morning.,0,much gave morning,32
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0,hope alright babe worry might felt bit desparate learned job fake waiting come back love,158
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",0,hey tell blakes address carlos wanted meet got lost hes answering phone,120
ham,Can i get your opinion on something first?,0,get opinion something first,42
ham,That one week leave i put know that time. Why.,0,one week leave put know time,46
ham,"If we hit it off, you can move in with me :)",0,hit move,44
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,0,excellent spent ltgt years air force iraq afghanistan stable honest like traveling,123
ham,I wanna watch that movie,0,wanna watch movie,24
ham,Ok lor thanx... ÌÏ in school?,0,ok lor thanx ìï school,29
ham,I'm in class. Did you get my text.,0,im class get text,34
ham,The bus leaves at  &lt;#&gt; ,0,bus leaves ltgt,29
ham,God bless.get good sleep my dear...i will pray!,0,god blessget good sleep deari pray,47
spam,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,1,todays voda numbers ending 1225 selected receive å£50award match please call 08712300220 quoting claim code 3100 standard rates app,156
ham,Do have a nice day today. I love you so dearly.,0,nice day today love dearly,47
ham,Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,0,aiyo bit pai seh ì noe scared dun rem die hee become better lookin oredi leh,115
ham,"Aight, I'll ask a few of my roommates",0,aight ill ask roommates,37
ham,"Now, whats your house # again ? And do you have any beer there ?",0,whats house beer,64
ham,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,0,ì wan 2 meet n combine parts hows da rest da project going,83
ham,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\""""",0,getting tickets 4 walsall tue 6 th march mate getting sat ill pay treat want 2 go txt bak terry,124
ham,Yes we are chatting too.,0,yes chatting,24
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,0,hi jess dont know work call u im home eve xxx,89
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,0,sian aft meeting supervisor got work 2 liao u working,67
ham,Are you going to write ccna exam this week??,0,going write ccna exam week,44
ham,Well i will watch shrek in 3D!!B),0,well watch shrek 3db,33
ham,Am i that much dirty fellow?,0,much dirty fellow,28
ham,Dunno dat's wat he told me. Ok lor...,0,dunno dats wat told ok lor,37
ham,I'll probably be by tomorrow (or even later tonight if something's going on),0,ill probably tomorrow even later tonight somethings going,76
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,0,couldnt say dying man feel sad go wanted know would probably gone late night,150
ham,If you're thinking of lifting me one then no.,0,youre thinking lifting one,45
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,0,u dun wan u dun like already ah wat u still eating,84
ham,Sent me ur email id soon,0,sent ur email id soon,24
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,119
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",0,dude whats teresa hope okay didnt hear people called received package since dec ltgt thot yould like know fantastic year best reading plus really really bam first aid usmle work done,332
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,0,hey gorgeous man work mobile number good one babe squishy mwahs,80
ham,May i call You later Pls,0,may call later pls,24
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",1,hottest pics straight phone see getting wet wanting xx text pics 89555 txt costs 150p textoperator g696ga 18 xxx,151
ham,That's the way you should stay oh.,0,thats way stay oh,34
ham,Hello- thanx for taking that call. I got a job! Starts on monday!,0,hello thanx taking call got job starts monday,65
ham,What time is ur flight tmr?,0,time ur flight tmr,27
ham,When should I come over?,0,come,24
ham,I have a rather prominent bite mark on my right cheek,0,rather prominent bite mark right cheek,53
ham,* Will be september by then!,0,september,28
ham,Are you wet right now?,0,wet right,22
ham,And how's your husband.,0,hows husband,23
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",1,hack chat get backdoor entry 121 chat rooms fraction cost reply neo69 call 09050280520 subscribe 25p pm dps bcm box 8027 ldn wc1n3xx,161
ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,0,norm tomorrow finish 415 cos st tests need sort library stuff point tomo got letter today access til end march better get move,191
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,0,yeah got list u joanna im feeling really anti social,75
ham,I am in your office na.,0,office na,23
ham,"\Are you comingdown later?\""""",0,comingdown later,29
ham,Super da:)good replacement for murali,0,super dagood replacement murali,37
ham,Da is good good player.why he is unsold.,0,da good good playerwhy unsold,40
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,0,hi u want join sts later meeting five call u class,93
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,0,engalnd telly decided wont let watch mia elliot kissing damn,107
